step,GRU,LSTM,CNN-Transformer
2193,3.93818486313457,6.510192468949719,7.390251113236231
2194,4.014326075693369,6.509308411750036,7.3984166014012915
2195,3.9702396135818656,6.4975512969383695,7.419044323807105
2196,4.02313178877489,6.38942420903498,7.5724805109262725
2197,4.001294273788942,6.481050081477483,7.467786340418175
2198,3.966762746003091,6.387214568236613,7.399415321467882
2199,4.021731661945302,6.482194321177412,7.409085900186507
2200,4.086057158772053,6.5219373156593985,7.474494513900403
2201,3.984797018237273,6.665125339695492,7.522447022250474
2202,4.028833308057537,6.374662219391845,7.550982401214475
2203,3.926685714394428,6.562163104017279,7.53103074351164
2204,3.9420322426223,6.670497399751169,7.462566729658301
2205,4.011979821995965,6.606600407997426,7.504800327448685
2206,4.061071503257382,6.622328581051084,7.606203810174893
2207,4.003153309714945,6.606094479610799,7.464551918302056
2208,3.9682274275377596,6.685417982108214,7.527695690255904
2209,3.982353332093438,6.455060907391278,7.621434324261593
2210,3.918377553479343,6.4334009664970875,7.65230186151064
2211,4.0096336300756565,6.579501931925839,7.575444973427911
2212,4.022035185306099,6.372113755924843,7.566533421436349
2213,3.953825428459964,6.719338196721994,7.5021613238458364
2214,3.9514399947328345,6.726333958257019,7.658427918239929
2215,3.9867489143581443,6.568857542582295,7.730266401473919
2216,3.95013266019201,6.582983222851271,7.83830117863387
2217,3.9671764033734243,6.6206269575246,7.6722631140068245
2218,4.0739842532944905,6.640795170258079,7.645465590225457
2219,3.9551627507798717,6.655968142524457,7.584065901552956
2220,3.9481136420756404,6.706654148965498,7.515379528035358
2221,3.9321709147621515,6.641067360978529,7.68780102197285
2222,4.000275700123131,6.760063615456046,7.869542843292039
2223,3.9525237301579956,6.71766497688153,7.790963748970125
2224,3.927635864569845,6.619607823627699,7.78631502402978
2225,4.0246900357927275,6.820953925556723,7.724233741283804
2226,4.028126041754144,6.558656476961102,7.740844028395776
2227,3.9256465098773994,6.69220268183239,7.525576620309443
2228,3.8608632261491134,6.804942246186319,7.787765638254178
2229,4.003089182309371,6.642665222189982,7.687596715686559
2230,3.917006018808297,6.752537578698851,7.684872397723037
2231,3.9892935401426,6.78240962611841,7.7221008244603295
2232,3.849782556827614,6.648397865719141,7.726232750504041
2233,3.991443839228868,6.733454810630898,7.704091735232568
2234,3.884782337154069,6.731179132789356,7.769196424441498
2235,3.9804068372108885,6.697654176323705,7.729880039524576
2236,3.9431107182560106,6.988862365608378,7.788892145435222
2237,3.8932292631002654,6.688116650486833,7.66808163209595
2238,3.919104322861241,6.87051527433355,7.7759833375619145
2239,3.972302700656948,6.736196778113627,7.711316089769699
2240,3.9418128742631167,6.672124749807901,7.753472423216599
2241,3.9642709085587753,6.796235371422924,7.821882997407242
2242,4.0324051304513,6.855880247332298,7.687565385427437
2243,3.85390459572614,6.887887564864901,7.75541544574799
2244,4.0115116131754744,6.956774967374102,7.871894178524074
2245,3.9344038220813156,7.099628560082419,7.71833541802536
2246,3.882782595863632,6.8345519899669975,7.9784727979566
2247,3.8597426219979374,6.747426755858192,7.937288609731183
2248,3.915339520315724,6.863095240632626,7.805902784054098
2249,3.9694160132193885,6.795092510029742,7.786851315761872
2250,3.915494750206271,6.918048375252282,7.870178383105326
2251,3.9959693818075634,6.699303114794865,7.742251135297835
2252,3.846393009965591,7.0692485387596,7.7017293808186755
2253,3.916888235986802,6.9212411938595455,7.828832431600646
2254,3.8534146294425717,6.670281113783467,7.858357614242908
2255,3.932758243087189,6.770645729840793,7.8799599408777175
2256,3.957464094397696,6.925844015538763,7.826370947552225
2257,3.8906254394256146,6.964376079486209,7.980428840798488
2258,3.779997368411045,6.721840503323821,7.761681664796879
2259,3.9187007282669915,6.922504703719954,7.792826862165725
2260,3.929136235386952,6.658419749400585,7.925227470301219
2261,3.9260607592463135,6.845984112870423,7.795585908566556
2262,3.9661825712488095,6.967697345598983,7.79452416807002
2263,3.8493889439331026,6.802725779627428,7.902260021728585
2264,3.9355013251813524,6.708378349414215,7.809760198274162
2265,3.9596655128986487,6.874692703843851,7.884853041401012
2266,3.809661100450394,6.800406360385141,7.840775436561783
2267,3.9131241379702737,6.924446521685338,7.828900445951793
2268,3.870484346432948,6.7733750101287695,7.73052322204298
2269,3.8901697195606055,6.78486465613843,7.91055054018659
2270,3.910182916186439,6.660051799998194,7.8000911184310695
2271,3.8669916257974672,6.878972535948818,7.886690117132655
2272,3.8561223348769658,6.845515379155541,7.859266052543888
2273,3.890170767018298,6.742196498323524,7.883600034987254
2274,3.832656978625409,6.879644801840122,7.887833757685209
2275,3.8312848703037767,6.962002466270299,7.914785696279347
2276,3.9181023634693943,6.836569436089165,7.8403626291688875
2277,3.8252522911706093,6.8835738358091865,7.997087144883144
2278,3.914566632253989,6.882519199991111,7.748767498735577
2279,3.902940306443979,6.732986037956708,7.877120302620997
2280,3.792080859907206,7.05710862744327,7.960634237771094
2281,3.8430541378682195,6.802196313699285,7.930165958094578
2282,3.9351997340087466,6.91252462236952,7.812126156061203
2283,3.82499859954435,6.92126699681892,7.823342972514117
2284,3.8493999937450547,6.827619571737844,7.805149965417576
2285,3.8942873004373757,6.899293817287972,7.931123953806589
2286,3.9089185479492468,6.860033628165094,7.821286379130786
2287,3.855737562330498,6.690327907353702,7.897987444412034
2288,3.837005198124389,6.795308279841664,7.895622520235606
2289,3.936566118890336,6.763528398925896,8.060654966620131
2290,3.9509602433036504,6.774662057321347,7.892753805097239
2291,3.911526512965053,6.686295387806773,7.799118470124686
2292,3.8654185835123234,6.925005309547805,7.743321345479318
2293,3.8193091715483174,6.968035617236231,7.833996706032441
2294,3.8167707334794576,6.900920415090777,7.842278964382465
2295,3.882989869820749,6.925267403888217,7.670501376425116
2296,3.876356000568127,6.7586572822321065,7.785612433109481
2297,3.924088657996282,6.724214684810227,7.861685714592179
2298,3.8851045853032335,6.704516056030032,7.790300592804195
2299,3.7760021310614365,6.841131981627263,7.905186820759436
2300,3.902328305297625,6.79360047913882,7.697654229675335
2301,3.7984033837405557,6.757160335499737,7.870918846557551
2302,3.827684054280075,6.888207106864649,7.884146288910047
2303,3.8579695426823637,6.79281938260302,7.881644965288809
2304,3.9438205327159612,6.661917633975172,7.673772029812023
2305,3.9981114228933183,6.6709777977226805,7.817947190019127
2306,3.871530695570036,6.800382471692606,7.7328542408568985
2307,3.8306144694960347,6.829302180530583,7.667266071335062
2308,3.8650800506184995,6.773076145981523,7.739884419043745
2309,3.881318716839287,6.900211947260874,7.693667690264458
2310,3.81948445085286,6.8664767749344575,7.832636095814424
2311,3.9238609953909336,6.739373042630309,7.792771669443461
2312,3.8441872695446073,6.603547651435529,7.652124445649255
2313,3.856154898200274,6.548388587316671,7.678821061954802
2314,3.863148676326045,6.632478715228245,7.698589667108958
2315,3.8495172216947933,6.7382183438368,7.715390301695467
2316,3.868971050737787,6.837095062684065,7.793683473880031
2317,3.794748207693217,6.687564406410076,7.760282289087447
2318,3.7962833270322505,6.753940127433926,7.700836348385932
2319,3.767778956839574,6.6036469019061315,7.667440028247603
2320,3.8433506894744593,6.681428939015877,7.537855132295952
2321,3.8589121179182637,6.692329629013751,7.774382327584688
2322,3.8414443058408008,6.402747004789798,7.626424418831511
2323,3.900871358630062,6.549948680085492,7.777622636700101
2324,3.8154587147374106,6.67672549378274,7.6598441987255
2325,3.847768081109309,6.599545125770299,7.796978171753502
2326,3.758339140756304,6.442672788820946,7.674144302019631
2327,3.792163088904195,6.309424491560855,7.5016465872073494
2328,3.844889554250384,6.505860839084394,7.55751424662227
2329,3.8511630667816124,6.525175636803905,7.583489123525249
2330,3.7926056109106114,6.433733713356459,7.517366234513485
2331,3.802320694576287,6.5261262572197305,7.547252898142368
2332,3.728604370185699,6.552051629531309,7.458114964978592
2333,3.785244698954486,6.557983821091272,7.557887092220865
2334,3.8462141194199377,6.24473587767727,7.566292154662806
2335,3.829054714722164,6.3382260382964715,7.456754366929365
2336,3.8239279527324137,6.428436802071387,7.682005124671128
2337,3.7999842534925996,6.505282301833371,7.521488906774919
2338,3.7964503289090654,6.486079408408737,7.4406167377639
2339,3.7616834148723974,6.4733628401354,7.3650698442076585
2340,3.828243892399492,6.376786461354348,7.4896379724173
2341,3.8129548164777622,6.371253672843218,7.453349362520574
2342,3.815111507503417,6.320013005943246,7.526117776796907
2343,3.762813916443539,6.458438245301354,7.441234925578726
2344,3.680054303335425,6.278290687628057,7.346384920963374
2345,3.841185572599118,6.444015645615499,7.564669469790748
2346,3.7609932484754585,6.36842536628253,7.454947175686484
2347,3.740404213571963,6.331723136328341,7.3888131729602735
2348,3.8168255237538236,6.259107516086645,7.411321067151699
2349,3.761160218084081,6.177742711503589,7.425048825573505
2350,3.83236763639451,6.237021285734808,7.261763746546852
2351,3.8088317766258735,6.257250824461991,7.377609906064362
2352,3.810771301757306,6.0417932902050415,7.317885843499654
2353,3.7069071006357226,6.247387658138439,7.383364315379429
2354,3.834414829864773,6.347973593939416,7.2724375888826
2355,3.785493595011271,6.300665556294757,7.272139045915032
2356,3.7525813424491754,6.182724309444723,7.4424031563325705
2357,3.7768294465018193,6.225438880195021,7.3967039319097845
2358,3.6794637776280323,6.153532368538387,7.023446788226059
2359,3.7873243880541225,6.212435694170377,7.368500579433953
2360,3.7140400720010773,6.339992414345226,7.258946612727345
2361,3.6964927244252723,6.271268730207637,7.1970785706275135
2362,3.686626561745397,6.214954690309029,7.16207270945457
2363,3.8169979128307756,6.102066347419774,7.155653999824318
2364,3.728519987762515,6.214855394030964,7.166152393441522
2365,3.8352898963046567,5.959711670019118,7.119371615604733
2366,3.730434480668788,6.091736866463223,7.090204241776501
2367,3.670478388260479,6.163955175965709,7.104410764772945
2368,3.698642485423003,6.168280859665975,7.2026245323807405
2369,3.8148823983182827,6.149928674505888,7.169918865941406
2370,3.7439207065915725,6.101175443849432,7.199589462481184
2371,3.7229257367632633,6.040926547696839,7.139075172754136
2372,3.7569661865648607,6.1031616717010815,7.029172585409706
2373,3.772680273006358,5.943005172070665,7.162646550008784
2374,3.8020876248166626,5.942816712501628,7.032166439378102
2375,3.8172698798941798,6.022520793078934,7.1537907553063045
2376,3.725484406699317,6.022803434926884,6.998381498990882
2377,3.675799061142132,5.812135661982208,7.026327621154962
2378,3.720057479372907,6.029506165549681,7.042165910495012
2379,3.7523747399237517,6.050643193435671,7.1148655968711445
2380,3.6898034302898064,5.955108749007488,7.064917052924308
2381,3.6887651773591723,6.189842480228341,7.042453100529158
2382,3.752444147840701,5.873756118900138,7.181817418050366
2383,3.7314548506576695,5.895693387682911,6.874214879695015
2384,3.7341607159516377,5.882150043651953,6.928415094277202
2385,3.6932301805211525,5.903998177165743,6.91540757433744
2386,3.7182696754097155,5.868813610621344,6.850776764267049
2387,3.682213500217879,5.751186472901043,6.9255059663306495
2388,3.771571206405128,5.827509702318118,7.028843207902645
2389,3.777460562768006,5.862818277171392,6.917362840581825
2390,3.632026194527381,5.98597537355646,6.929049356162785
2391,3.6764982173210443,6.074005459851173,6.809005317712029
2392,3.6467861510109945,5.978119732734699,6.87433601122252
2393,3.6877509508831543,5.757956937104636,6.8925017999677465
2394,3.714720463015033,5.756970653719503,6.9723436485858885
2395,3.6450509941437805,5.80181274652158,6.778609435296201
2396,3.6700818374799256,5.987535579736561,6.867993276907797
2397,3.6646192115833225,5.784014295571156,6.9832735717662855
2398,3.7238233774128333,5.659428654136914,6.852801311769368
2399,3.715570836915206,5.733832795188513,6.711391310040036
2400,3.6746610295429565,5.851578269520108,6.975349588668879
2401,3.7182339156502056,5.836942503292758,6.924340231006216
2402,3.680704509995521,5.740158790622776,6.927789374135387
2403,3.6931020778998724,5.8209125488256355,6.711582675444287
2404,3.789004433793617,5.517805531611741,6.965090638505631
2405,3.7710025540636924,5.7482207312194475,6.775404292335852
2406,3.63764878781817,5.816787065057617,6.78984912166885
2407,3.74276349440586,5.640480777605033,6.767887788983983
2408,3.740496400403064,5.6333518411615096,6.893540669367556
2409,3.6411637823890945,5.523731549211408,6.797249639144474
2410,3.73816687780696,5.862930677296738,6.844194686136964
2411,3.772776314639349,5.625666491126928,6.805925399231263
2412,3.6384048754759495,5.715704868943684,6.78662575229061
2413,3.6473100454399487,5.746090571428489,6.71304185646617
2414,3.7427220038316387,5.831185382723461,6.928492691936794
2415,3.7040681129892943,5.659051573403257,6.661369860521402
2416,3.7167222507918876,5.615145751722128,6.806526191879888
2417,3.7048336597189593,5.681228994558668,6.798969042784481
2418,3.7059954287654273,5.787351300813984,6.856663204623378
2419,3.6187941317387247,5.637135959871882,6.871028987030874
2420,3.736141400200059,5.554066417081349,6.744847951572129
2421,3.7409134621489755,5.491069028926715,6.794319211375088
2422,3.6696235435912894,5.51879905147567,6.889318686772393
2423,3.677579021844386,5.723345461887296,6.739349313649992
2424,3.6018579526859136,5.601015897717696,6.655877953057448
2425,3.7027871936965573,5.568693689706381,6.707259760253926
2426,3.7043391253319657,5.554412708877216,6.630666322735025
2427,3.6712891686809646,5.6312746173751895,6.762001090520463
2428,3.7292795224088198,5.595782727538653,6.81482759070932
2429,3.65502179601614,5.589571410202359,6.7176013052088805
2430,3.6986204249410872,5.749172084541816,6.595420030661593
2431,3.6180720503906185,5.765595484619944,6.8048402089526805
2432,3.66654346572416,5.448545289625354,6.57921496856242
2433,3.65766983324566,5.640260024873644,6.596052940954075
2434,3.6763200817126784,5.52796770977703,6.704072562925307
2435,3.6452461449024787,5.579181947899169,6.737292736082175
2436,3.6558173332247157,5.633488027953857,6.749939989341857
2437,3.7023624588422814,5.580041257163788,6.710079227550305
2438,3.6378916909352403,5.623312084376057,6.855583883238368
2439,3.5780715152196523,5.666715531282011,6.719603406536904
2440,3.744550697526399,5.628227871051775,6.796972210566549
2441,3.724816002578083,5.533637126193862,6.777162836023914
2442,3.589802624151547,5.535149786609528,6.610982705873054
2443,3.6875742730363106,5.454046093845453,6.701238184524414
2444,3.6266139313859416,5.512768736730789,6.885283550402485
2445,3.663611480760201,5.794708314789288,6.6758676959985
2446,3.6638234391337545,5.519837626188486,6.663239770220904
2447,3.6360676176347693,5.48043154566069,6.732044044851805
2448,3.6072761612857858,5.632687662158863,6.682298995919297
2449,3.610614490479938,5.590776844730807,6.657859811442671
2450,3.5980097071377326,5.583564349935342,6.684461002076458
2451,3.6009066132711576,5.745529367394032,6.839642687319456
2452,3.637817890575541,5.661228039215996,6.716300162056239
2453,3.604068547312015,5.555194866975443,6.623319586096841
2454,3.6726395517068777,5.56781215298152,6.611148593122216
2455,3.7115803174759883,5.562252007869356,6.911340768109996
2456,3.606897068233152,5.702419325547028,6.719821470977132
2457,3.6465523348958304,5.586747480354764,6.775528523377312
2458,3.6582494035971567,5.441044262051996,6.682306577047385
2459,3.655548958157224,5.6185037436185965,6.773128874748029
2460,3.634430962523539,5.472786110392484,6.867806511204828
2461,3.666452332220509,5.848239768376403,6.7026642249299835
2462,3.6521163284409095,5.536750942060848,6.7954903901271715
2463,3.564807086195851,5.620803269361388,6.650472900968786
2464,3.668834993709583,5.666650910291112,6.929059926290342
2465,3.668429371875672,5.615972413865333,6.7931782472099655
2466,3.584588820341842,5.620007242124835,6.743301060437558
2467,3.6233389685498825,5.695527213707712,6.75728598380016
2468,3.6542981330053204,5.81046006067138,6.745263982259177
2469,3.6083562540059977,5.739240692042944,6.75446308501705
2470,3.6711617636989646,5.815147329713084,6.600639187610613
2471,3.73439805674556,5.567592465588168,6.794017117829777
2472,3.575597355137892,5.70909872752574,6.796229312608889
2473,3.54453730509118,5.698142127323938,6.8522247308132345
2474,3.6274739969057364,5.723125937387139,6.777136737075573
2475,3.6470553773292047,5.831180719946709,6.763303189180441
2476,3.5981287710723904,5.6771578949393104,6.830500528647993
2477,3.6810306130404484,5.664501421052385,6.708405165403414
2478,3.54013343208991,5.764397480112608,6.855273255373509
2479,3.6404064471952733,5.5392564461943365,6.701388321046327
2480,3.574164920413511,5.699595437711051,6.946660420244019
2481,3.6891249532840873,5.716188280993818,6.918521074946655
2482,3.7014805729434226,5.644019908360289,6.796589471305632
2483,3.5622213736708592,5.848326484984059,6.9305973392011575
2484,3.571776394178172,5.643075193943608,6.893763220761104
2485,3.640934343049741,5.742501079296863,6.811367565646454
2486,3.577299763427176,5.792300426195082,6.7376117539416
2487,3.5930877314000282,5.9053299419996526,6.932213926240443
2488,3.595330358543336,5.776029547294709,6.8509140715834205
2489,3.4967805734411552,5.877897797821905,7.009708575413342
2490,3.5907762858722205,5.861632549676863,6.930981422945413
2491,3.5556863742666747,5.811299104909829,6.881729590715986
2492,3.5642218591860497,5.697468523597036,7.089446963071619
2493,3.6597654850351486,5.670510842767941,6.999741791123759
2494,3.523465071599398,5.832247423233036,6.669304247597074
2495,3.625657853675031,5.775030348673683,6.930960123132104
2496,3.5697572720947246,5.929000775807845,6.867376118707293
2497,3.5684258803865747,5.919502676901042,6.922418904359275
2498,3.6206415994174885,5.8343622351571724,6.983187599830252
2499,3.5968353304276492,5.745018500377608,7.031513673458739
2500,3.6070738216026874,5.919886128108764,7.032578975374264
2501,3.625663455446667,5.775092882132423,7.106431958585409
2502,3.5594004982527396,5.809165291299911,7.079710982365119
2503,3.544066419669892,5.795238680454617,7.083388580034744
2504,3.519133712720342,5.8875395293033135,7.062194731633686
2505,3.530834338550059,6.02665512504349,7.157722656997363
2506,3.7182738553414483,5.9174110092983785,7.038212972865458
2507,3.631768024844652,5.881901424757275,7.049056175358372
2508,3.5006958816127387,5.781995028522891,6.928624939003899
2509,3.5008428982637017,5.998123264217253,7.174375357820501
2510,3.589775937106007,5.873241704476784,7.092556676035886
2511,3.5917633532288544,5.971418373008571,7.342240781872176
2512,3.5905624255657402,5.93263828857667,7.083960391970194
2513,3.549089205341675,6.060276506973916,7.132345035367312
2514,3.5542836836979648,5.969134877106206,7.177836055454877
2515,3.5756704147239393,5.9873627088421,7.054817632169594
2516,3.5622917704676236,6.050219985117641,7.180500516053862
2517,3.445753422651859,6.220718316931225,7.163425784698052
2518,3.5439504200763787,6.107233130850403,7.145179096926116
2519,3.511592679068138,6.017873091543378,7.2720848760205365
2520,3.561646809443359,6.035375912884358,7.114756216389976
2521,3.7008730645664563,5.990865757883518,7.217801015819682
2522,3.568708711550895,5.9566169440015635,7.320903943378622
2523,3.533383295393125,6.004571520636272,7.15668828743783
2524,3.5938756434901302,5.99082313060995,7.198115719794332
2525,3.5706463883876567,6.14152371920733,7.418096960191202
2526,3.566243780813728,5.977169775684252,7.276983403826492
2527,3.5743092845256363,6.225662344226472,7.207045489957058
2528,3.6455222676717494,6.175543738359628,7.320206223661166
2529,3.4848796379031817,6.11032903113895,7.2189456597891875
2530,3.563835269105283,6.116188608072209,7.147534901564325
2531,3.492564849399295,6.068240844177722,7.390786662188961
2532,3.565390413570137,6.158720219211591,7.200952751232048
2533,3.490411965437081,6.248190665062875,7.493461285884657
2534,3.5142100941760783,6.076658543176522,7.266227599365127
2535,3.5190567167590054,6.001147204179512,7.484004730453477
2536,3.581335459505521,6.232236270467559,7.211735045214565
2537,3.5772013899389608,6.201691271465593,7.411065589513942
2538,3.467727475942755,6.064483644132827,7.376710197544289
2539,3.53149535984165,6.110318319175562,7.4113628685971
2540,3.4920056032679594,6.104802541150204,7.429297642232176
2541,3.463295924056574,6.125213372148739,7.319446987669671
2542,3.51410752220935,6.172146651015549,7.26186456191657
2543,3.508272071687612,6.184599841011342,7.369695438726566
2544,3.64377050273158,6.152802832857759,7.3986960475428445
2545,3.5428217675949227,6.148578134304163,7.3500755179902875
2546,3.451032629495217,6.207909845897145,7.416878312187586
2547,3.490415162508811,6.253829446556304,7.427773192707183
2548,3.568464015336737,6.211577752261316,7.335205290174291
2549,3.620558606405398,6.3650932223637335,7.446081365421985
2550,3.4355795483807685,6.305923359363766,7.399451911740401
2551,3.4196253696861696,6.1017840287608704,7.371041571001899
2552,3.605913351067578,6.318858434633585,7.49610424057869
2553,3.530589932614687,6.3325172303953945,7.376889249487067
2554,3.4664393463767946,6.233823808992972,7.408306755755871
2555,3.535330823964715,6.132966546670544,7.456250373415792
2556,3.3755579965455853,6.288333791355033,7.5659291879234
2557,3.5062607995004824,6.29164621446088,7.476754091541334
2558,3.5212303500099926,6.184988978433956,7.508788097256677
2559,3.5498006917517797,6.156612226697927,7.447751316872773
2560,3.4516409064641205,6.297400891537613,7.470162790518565
2561,3.5053692070367135,6.287109767700448,7.4772501653668195
2562,3.4535633878225895,6.272788989541263,7.509180024954865
2563,3.5113542020269755,6.310107011072523,7.466427821560461
2564,3.452568717889066,6.211935311994905,7.601527225929319
2565,3.475682636147186,6.282325913401763,7.468526104179632
2566,3.4450491764855977,6.382563585602067,7.365680363152775
2567,3.526149650146203,6.297483255722417,7.725389706392861
2568,3.5352689091159872,6.168356331552025,7.483306940598637
2569,3.479369463100019,6.291179930425801,7.617902741165467
2570,3.491767152435762,6.234149357635646,7.628405614200255
2571,3.41618106550978,6.370413619381208,7.5946314204293515
2572,3.472382809547488,6.377935601923136,7.50598111258873
2573,3.4836130386437825,6.18234177633186,7.5473825958589815
2574,3.6159201731262414,6.426101911658688,7.42492551214179
2575,3.42804003758505,6.240775926234704,7.688349235410879
2576,3.555605742020006,6.509517935643518,7.46305522674067
2577,3.530998930563533,6.350137156831217,7.512759849119152
2578,3.493947544211619,6.231599230576158,7.54267178510758
2579,3.566607100272682,6.243071361491192,7.527646216744932
2580,3.4960423214381144,6.392917424331004,7.48498660399737
2581,3.495656598695288,6.319621396077532,7.650184223517458
2582,3.472304816414807,6.3495341499778934,7.615564740761626
2583,3.534902122080634,6.520729566803947,7.566015319880298
2584,3.527310586975197,6.289582245651724,7.508799550452034
2585,3.439967326356587,6.365360490309095,7.626220560001368
2586,3.404053514261014,6.5010080666646735,7.504037555876591
2587,3.4586321428847056,6.385535736036243,7.6667443071451995
2588,3.4275451644934494,6.197085818396344,7.549729479456532
2589,3.4631373988281937,6.407347284758319,7.63873376288578
2590,3.526952685717217,6.239370712762311,7.530565372445969
2591,3.4409834639229273,6.495014504632277,7.544513549179398
2592,3.4604757612680936,6.2705097776424985,7.635744508773275
2593,3.464287066384744,6.648010283351454,7.711944773292671
2594,3.5025770884117353,6.495859788775917,7.659780106772111
2595,3.346581307298285,6.267323988130843,7.603441728929583
2596,3.427361603686753,6.346650093299304,7.578534244578608
2597,3.46703226189066,6.417477315826099,7.488756992441983
2598,3.5152440980667317,6.4177441914247195,7.550653666147625
2599,3.4294177146488294,6.380678561696983,7.451515286693911
2600,3.3589585020040196,6.458529699716853,7.551947795286453
2601,3.482545623082941,6.317688442736706,7.5542179616842
2602,3.4185664577118993,6.289788484341865,7.359078354167727
2603,3.389626383150866,6.288052908634569,7.515781253305223
2604,3.4166681978493676,6.40466067762927,7.542413346359186
2605,3.437435562653261,6.351231422595135,7.498873672850892
2606,3.415201572175638,6.3395385703753755,7.530368396629161
2607,3.333938088773804,6.385438516292076,7.390348740469281
2608,3.4878478987534343,6.096123898465883,7.431388566235019
2609,3.505517149001993,6.327360464188297,7.571834349139611
2610,3.4731289149773743,6.3131466180815785,7.484478319588727
2611,3.3824485604997157,6.452919775056472,7.506829285431595
2612,3.428038905767363,6.127743957027228,7.4309382052540505
2613,3.436568664675431,6.430701291846986,7.471056436185744
2614,3.4656163071108606,6.276721107883066,7.279990649151213
2615,3.467876078183689,6.312096088380887,7.526306661817116
2616,3.3965334385386563,6.424627081508528,7.597555544149503
2617,3.4361255893386007,6.30677234880148,7.361837675206607
2618,3.4536741227954915,6.284218917550249,7.3657555136032276
2619,3.5023861174214117,6.261723886724869,7.470022302860778
2620,3.4636058344534177,6.182288481983776,7.546260924438038
2621,3.466619455074205,6.220759861487631,7.421612417119463
2622,3.4301446721368127,6.144863097834988,7.3166975042108335
2623,3.495263624523782,6.204598644751646,7.391451670048877
2624,3.4440167397700243,5.967940888513068,7.318682248936493
2625,3.3792627430539763,6.236756570248813,7.340344910062557
2626,3.491274781238817,6.173840007593077,7.362147587896316
2627,3.4547911958059943,6.144399438459072,7.3045881307807035
2628,3.396534185543125,6.191849216832081,7.309012379075529
2629,3.393502697321703,6.018220748086046,7.369368431828942
2630,3.431097686410167,6.346060686039384,7.372622265633949
2631,3.438220316445213,6.134269037563663,7.233370214149603
2632,3.4237184612573803,6.121231784158769,7.370726765256735
2633,3.428212656405425,6.030408248322097,7.30005030314202
2634,3.496439069381379,6.120338254841895,7.379678824195464
2635,3.463812939043896,6.247502419870425,7.375817661069555
2636,3.4185627443339524,6.20313094779079,7.261004603799754
2637,3.454892279405379,6.175589146463857,7.344762901158534
2638,3.354996942743631,6.135267576994757,7.21961405579498
2639,3.4253164796261495,6.035135172496243,7.383290390279328
2640,3.4946830351793086,5.916217500115016,7.204160063607311
2641,3.3921136145413215,6.031260241474547,7.2868983730655374
2642,3.3594330052522627,6.017796492095704,7.2341463355489575
2643,3.3680096500795287,6.136175172529709,7.158172738852149
2644,3.3449324356215624,6.052042827998548,7.301862758981105
2645,3.358976584915332,6.1720423935727435,7.170823553215903
2646,3.3784904677789336,6.120170430557153,7.0740158033550715
2647,3.325539313390201,5.944288745863501,6.969434380617611
2648,3.3954009716417404,5.799852065091574,7.119875694913608
2649,3.438536902883745,6.1072627229756185,7.289749301696817
2650,3.3468388227929933,6.093901097413991,7.2700102239197815
2651,3.466995013645025,5.8105196091195666,7.1015386103077
2652,3.41537520530963,6.087167469520642,7.118629931504639
2653,3.4401700110436795,5.963486108930774,7.10088134582704
2654,3.354555232109354,5.930305838528602,7.020819859937214
2655,3.4289797960565287,6.064614258211597,7.040943668771282
2656,3.3304640111480643,6.026442641822755,7.184637514623185
2657,3.4283808489394776,5.945888783649878,7.135695289589282
2658,3.3912688045842816,5.9168061784662225,7.10641729485313
2659,3.4091483579600195,5.919803772214413,6.966895471371366
2660,3.321515621417173,5.806793446813048,7.0708554473240195
2661,3.334352009396072,5.829882773962552,6.867542464233885
2662,3.407777657010446,5.733717736283125,7.108287952757707
2663,3.3293101849535143,5.779168748303434,7.050530146507725
2664,3.3986998330185374,5.76430330403178,6.911176667159259
2665,3.305995155224318,5.725904775125974,7.137035070973058
2666,3.4155738769024366,5.791557209130083,6.852932243274608
2667,3.3103527145437535,5.733914328128487,7.027936907778512
2668,3.398408184173964,5.804952335048598,7.018799747388836
2669,3.400889633678406,5.580903840267386,6.86407655216285
2670,3.3335849881827797,5.720202046589235,6.949080899306584
2671,3.396340991672554,5.733092899457681,6.810020079496273
2672,3.3790784525089825,5.677277605715874,6.702116298679131
2673,3.337931514070753,5.67951063754693,6.833262666516177
2674,3.313263731433078,5.526645263967484,6.85823986965951
2675,3.2643786307326366,5.709252104588295,6.948002031443352
2676,3.3788114579881183,5.726818079082676,6.89076441334512
2677,3.281908447694151,5.699886833207419,6.881788169109362
2678,3.3637360169105976,5.742907938567269,6.782110074188934
2679,3.3446172065529125,5.647720786928746,6.809852636312899
2680,3.3905681559948437,5.664002949865411,6.766883560153643
2681,3.340330731267117,5.620349255884919,6.732342261476848
2682,3.337783194801195,5.662142866755808,6.77194898349472
2683,3.389672285773812,5.424358607283941,6.814556847419146
2684,3.3686554067241503,5.481467295903367,6.75198573971866
2685,3.36653464581527,5.718313088254437,6.761171480425702
2686,3.373015157814468,5.302435019017452,6.831957500385698
2687,3.2715986899195544,5.523377853427729,6.725678150057865
2688,3.385042834929462,5.643605547117007,6.648460720677169
2689,3.376653532281859,5.506103515823232,6.789763006962651
2690,3.2940232143109553,5.464052872191688,6.7555362369317065
2691,3.331481211429027,5.506697119833327,6.750219140577011
2692,3.3405483210256324,5.447724162310497,6.7637318443421695
2693,3.3346178821096384,5.475486260476444,6.740018347671099
2694,3.356865340916555,5.393515854996986,6.69569511118956
2695,3.4105708879811893,5.56226514347279,6.874713914505385
2696,3.3919216763254214,5.5833625741767525,6.570695725223174
